Operation Name,origin_id
"Cooperativa De Producción Agropecuaria De Campesinos"" Flor Del Pino"" Limitada",1182.0
COOPERATIVA DE PRODUCCION AGROPECUARIA EL PORVENIR DE LOS MARIBIOS R.L.,120.0
Cooperativa De Producción Agropecuaria La Labor Limitada COPRAL,173.0
Cooperativa De Producción Agropecuaria La Labor Limitada COPRAL,193.0
Cooperativa De Producción Agropecuaria La Labor Limitada COPRAL,1238.0
"COOPERATIVA DE PRODUCCION ESPECIAL DE LA SELVA CENTRAL DEL PERU ""COOPERU""",1429.0
Cooperativa De Producción Tzeltal Tzotzil S. C. L.,586.0
Cooperativa De Productores De Café La Encarnación Limitada,432.0
Cooperativa De Productores De Café La Encarnación Limitada,1578.0
Cooperativa De Productores De Café La Encarnación Limitada,160.0
Cooperativa De Produtores Orgânicos E Biodinâmicos Da Chapada Diamantina - Cooperbio,524.0
Cooperativa De Servicios Agropecuarios Gualcinse Limitada COSAGUAL,1725.0
Cooperativa De Servicios Agropecuarios Gualcinse Limitada COSAGUAL,58.0
Cooperativa De Servicios Agropecuarios Gualcinse Limitada COSAGUAL,886.0
Cooperativa De Servicios Múltiples,182.0
"Cooperativa De Servicios Múltiples 
NORCAFE PERU",1758.0
Cooperativa De Servicios Multiples ‘‘Productores Orgánicos De Ometepe’’ R. L.,1066.0
Cooperativa De Servicios Multiples ‘‘Productores Orgánicos De Ometepe’’ R. L.,749.0
Cooperativa De Servicios Multiples ‘‘Productores Orgánicos De Ometepe’’ R. L.,664.0
COOPERATIVA DE SERVICIOS MULTIPLES 20 DE ABRIL RL,1248.0
Cooperativa De Servicios Múltiples Adisa Naranjos,1673.0
Cooperativa De Servicios Múltiples Adisa Naranjos,20.0
Cooperativa De Servicios Múltiples Adisa Naranjos,277.0
Cooperativa De Servicios Múltiples Aprocassi,1329.0
Cooperativa De Servicios Múltiples Bosque Del Alto Mayo Ltda,833.0
Cooperativa De Servicios Múltiples Bosque Del Alto Mayo Ltda,1367.0
Cooperativa De Servicios Múltiples Bosque Del Alto Mayo Ltda,1336.0
Cooperativa De Servicios Múltiples Café Alto Marañon,239.0
Cooperativa De Servicios Múltiples Café Alto Marañon,1228.0
COOPERATIVA DE SERVICIOS MULTIPLES CAPEMA,25.0
Cooperativa De Servicios Multiples Cedros Cafe,361.0
Cooperativa De Servicios Múltiples CENFROCAFE Perú,485.0
Cooperativa De Servicios Múltiples CENFROCAFE Perú,1535.0
Cooperativa De Servicios Multiples Cinco De Junio Las Sabanas R. L.,1730.0
Cooperativa De Servicios Múltiples Ecoforest LTDA,559.0
Cooperativa De Servicios Múltiples Ecoforest LTDA,345.0
Cooperativa De Servicios Multiples El Gorrion R.L,134.0
Cooperativa De Servicios Multiples Flor De Cafee,267.0
Cooperativa De Servicios Multiples Flor De Dalia. R. L.,660.0
Cooperativa De Servicios Multiples Flor De Dalia. R. L.,1163.0
Cooperativa de Servicios Múltiples Flor de Pancasán 8 de marzo R.L.,149.0
COOPERATIVA DE SERVICIOS MÚLTIPLES FRUTOS DE SELVA,1455.0
Cooperativa De Servicios Múltiples Gallito De Las Rocas Ltda.,263.0
Cooperativa De Servicios Múltiples Global Café,710.0
Cooperativa De Servicios Multiples Jesus Solidario Ltda.,1573.0
"Cooperativa De Servicios Multiples Juan Marco El Palto - ""COOP JUMARP""",409.0
Cooperativa De Servicios Multiples La Union RL,441.0
COOPERATIVA DE SERVICIOS MULTIPLES PADRE ODORICO DE ANDEA,1234.0
Cooperativa De Servicios Múltiples Santa Isabelia Peñas Blancas RL.,20.0
Cooperativa De Servicios Multiples Santiago R.L,1046.0
Cooperativa de servicios Multiples Santiago R.L.,103.0
Cooperativa De Servicios Múltiples SOL&CAFÉ Ltda,1310.0
Cooperativa De Servicios Múltiples SOL&CAFE LTDA - COOP SOL&CAFE,798.0
Cooperativa De Servicios Múltiples SOL&CAFE LTDA - COOP SOL&CAFE,1008.0
Cooperativa De Servicios Múltiples Valle Alto LTDA,287.0
COOPERATIVA DE SERVICIOS MULTIPLES VALLE DE RIOJA - COOP VALLE DE RIOJA,22.0
"Cooperativa de Servicios Multiplez Flor de Dalia, R. L.",295.0
Cooperativa Del Sur Del Cauca “COSURCA”,89.0
Cooperativa Dos Agricultores Familiares,630.0
Cooperativa Dos Agricultores Familiares De Poço Fundo E Região LTDA,1280.0
Cooperativa Dos Produtores De Café Especial De Boa Esperança,1717.0
Cooperativa Dos Produtores Organicos Do Sul Da Bahia - CABRUCA,922.0
"Cooperativa Integral Agrícola ""Entre Ríos"", R.L.",1354.0
"Cooperativa Integral Agrícola “La Hermosa”, Responsabilidad Limitada “LA HERMOSA”, R. L.",1054.0
Cooperativa Integral Agrícola 21 De Octubre R. L.,888.0
Cooperativa Integral Agrícola Cocolense R.L,800.0
Cooperativa Integral Agrícola Comunidades Unidas,797.0
Cooperativa Integral Agrícola De Productos Ecológicos CIAPEC LTDA,1615.0
Cooperativa Integral Agrícola De Productos Ecológicos CIAPEC LTDA,1791.0
Cooperativa Integral Agrícola De Productos Ecológicos CIAPEC LTDA,42.0
Cooperativa Integral Agricola Estrella Polar RL,1567.0
COOPERATIVA INTEGRAL AGRICOLA LA BENDICION RL,1273.0
Cooperativa Integral Agrícola La Esperansita,772.0
Cooperativa Integral Agricola Las Pilas RL,1640.0
Cooperativa Integral Agricola Nueva Esperanza del Bosque R.L.,664.0
Cooperativa Integral Agricola San Francisco De Asis Responsabilidad Limitada (CIASFA.R.L),1110.0
Cooperativa Integral Agricola Vertice Del Norte RL,469.0
Cooperativa Integral Agropecuaria Antofagasta Ltda.,945.0
Cooperativa Integral De Comercializacion Maya Ixil RL,102.0
COOPERATIVA INTEGRAL DE PRODUCTORES AGROECOLOGICOS R.L,1240.0
COOPERATIVA LOS BALCANES DE R.L. DE C.V.; Beneficio Húmedo Buena Vista,214.0
COOPERATIVA LOS BALCANES DE R.L. DE C.V.; Beneficio Húmedo Los Cañales,1663.0
Cooperativa Maseual Xicaualis S.C.L,1191.0
"COOPERATIVA MIXTA ""LA ARENA LA UNION"" LIMITADA (COMILAUL)",1098.0
Cooperativa Mixta Café De Mi Tierra ¨COMCADMITL¨,1399.0
Cooperativa Mixta Café De Mi Tierra ¨COMCADMITL¨,1707.0
Cooperativa Mixta Cosecha Verde Limitada (COMICOVEL).,332.0
Cooperativa Mixta De Café Orgánico Y Especiales Puringla Limitada,904.0
Cooperativa Mixta Fortaleza Limitada (COMIFORTL),913.0
Cooperativa Mixta Fortaleza Limitada (COMIFORTL),565.0
Cooperativa Mixta Montaña Verde Limitada,631.0
Cooperativa Mixta Montaña Verde Limitada,1638.0
Cooperativa Mixta Regional “Brisas De La Frontera” Limitada,929.0
Cooperativa Mixta Regional “Brisas De La Frontera” Limitada,511.0
Cooperativa Mixta Regional “Brisas De La Frontera” Limitada,761.0
"Cooperativa Mixta San Juancito Limitada, COMISAJUL",299.0
"Cooperativa Mixta San Juancito Limitada, COMISAJUL",990.0
"Cooperativa Mixta San Juancito Limitada, COMISAJUL",782.0
Cooperativa Mixta Subirana Yoro Limitada,579.0
Cooperativa Mixta Subirana Yoro Limitada,298.0
"COOPERATIVA MULTIETNICA Y PLURICULTURAL DE PEQUEÑOS CAFICULTORES DEL CAUCA, COMEPCAFE",810.0
Cooperativa Multifuncional Arca de Noé R. L,532.0
Cooperativa Multifuncional Arca De Noé R.L.,995.0
Cooperativa Multifuncional Arca De Noé R.L.,913.0
"Cooperativa Multifuncional Arca De Noe, R.L.",1209.0
COOPERATIVA MULTIFUNCIONAL DE PRODUCTORES,72.0
"COOPERATIVA MULTIFUNCIONAL DE PRODUCTORES,
EXPORTADORES DE CAFÉ DE SAN JUAN DE RIO COCO- PROCAFE",1209.0
COOPERATIVA MULTIFUNCIONAL FAMILY COFFE R.L.,611.0
Cooperativa Multifuncional Pablo Velasquez Hernandez R.L,772.0
Cooperativa Multifuncional Reynerio Antonio Tijerino R.L,989.0
Cooperativa Multisectorial de productoras y productores Organicos de Wiwili R.L COMPOW,766.0
Cooperativa Multisectorial De Productores Agropecuarios Guardabarranco De Las Segovias R.L.,343.0
Cooperativa Multisectorial De Productores Agropecuarios Guardabarranco De Las Segovias R.L.,1295.0
Cooperativa Multisectorial De Productores De Café Orgánico De Matagalpa,1488.0
Cooperativa Multisectorial La Providencia R.L.,738.0
Cooperativa Multisectorial La Providencia R.L.,1055.0
COOPERATIVA MULTISECTORIAL PRODUCTORES DE CAFÉ ORGANICO CERTIFICADO LAS SEGOVIAS,1661.0
Cooperativa Multisectorial Solidaridad R.L.,1755.0
Cooperativa Multisectorial Solidaridad R.L.,1029.0
Cooperativa Regional Agroforestal Nuevas Ideas Limitada (COPRANIL),1806.0
Cooperativa Regional Agroforestal Nuevas Ideas Limitada (COPRANIL),690.0
Cooperativa Regional Agroforestal Nuevas Ideas Limitada (COPRANIL),1457.0
Cooperativa Regional Agropecuaria Quiraguira Limitada,650.0
Cooperativa Regional Agropecuaria Quiraguira Limitada,1672.0
Cooperativa Regional Dos Cafeicultores Do Vale Do Rio Verde Ltda (Cocarive),1630.0
Cooperativa Regional Mixta De Agricultores Orgánicos De La Sierra,1107.0
Cooperativa Regional Mixta De Agricultores Orgánicos De La Sierra,1210.0
Cooperativa San Antonio,1245.0
Coopérative ABAKUNDAKAWA RUSHASHI,7.0
Coopérative Agricole Caféière Vincent Ogé De Donon (COOPACVOD),1128.0
COOPERATIVE AGRICOLE MUUNGANO,845.0
"Cooperative Coffees, Inc.",482.0
COOPÉRATIVE DES PRODUCTEURS NOVATEURS DU CAFÉ DU KIVU (CPNCK),680.0
COOPERATIVE KAWA MABER,628.0
COOPERVAL - Cooperativa Das Agricultoras E Agricultores Familiares Orgânicos De Claraval E Região - Cooperval,1236.0
Coordinadora De Organizaciones De Desarrollo,438.0
"COORDINADORA DE ORGANIZACIONES Y COMUNIDADES DE LA SIERRA, S.C. DE R.L. DE C.V.",204.0
Coordinadora De Productores De La Zona Centro Del Estado De Veracruz S.C De R.L De C.V,782.0
Coordinadora Estatal De Productores De Café Del Estado De Oaxaca AC.(CEPCO).,1363.0
Coordinadora Estatal De Productores De Café Del Estado De Oaxaca AC.(CEPCO).,1643.0
COPAK (COMPAGNIE DES PRODUITS AGRICOLES DU KIVU),1419.0
COPPER MOON COFFEE,1628.0
"Corazon Coffee Roasters, Llc",667.0
Corporación Agropecuaria Campesina Regional Carrasco La Reserva CORACA-C.R.C.,1368.0
Corporación De Agricultores Ecológicos Y,1393.0
Corporación De Productores Café Perú SAC,74.0
Corporación Gruppo Salinas,375.0
"Corporación Hondureña Del Café S.DE.RL. 
( CORHCAFE)",448.0
"CORPORACIÓN UNIVERSITARIA LIBRE ""Planta De Café",356.0
CORPORATIVO COLORES AC,607.0
Costa Oro Int'l LLC,1341.0
Costa Oro Seatac,623.0
Counter Culture Coffee,36.0
"Counter Culture Coffee, Inc.",1584.0
"Covabrelli Coffee, LLC",356.0
CPCO Santo Domingo R. L.,1613.0
CPX PERU S.A.C.,797.0
CR3 - Kaffeeveredelung,1757.0
Craftpack LLC,730.0
Crandall Coffee Company,1073.0
Cravens Coffee Co.,911.0
"Creative Werks, Llc",988.0
Crimson Cup Coffee & Tea Inc.,271.0
Crooked River Coffee Co.,121.0
CROPP Cooperative,699.0
"Crown Maple, LLC",1507.0
"Custom Roasting, Inc.",808.0
CV Bonafide Anugerah Sentosa,129.0
CV. ARIDALTA MANDIRI,648.0
CV. Ateutamount,1638.0
CV. Boemi Coffee Indonesia,1678.0
CV. Harapan Bersama,1248.0
CV. Mega Lestari,1806.0
CV. Putra Darma,12.0
CV. Utama Sejahtera Agro,1033.0
CV. Yudi Putra,1548.0
CWT Commodities,388.0
"D & M Coffee Co., Inc.",1606.0
Daabon Organic Australia Pty Ltd,1205.0
Daarnhouwer & Co. BV,197.0
Daily Rise Roasting Company Dba Daily Rise Coffee,783.0
"Dairy Farmers Of America, Inc.",1041.0
DAISY APARECIDA CARDOSO VENTRI,1078.0
Damota Wolayta Farmers Cooperative Union Ltd.,506.0
DANEX İÇ VE DIŞ TİC. SAN. LTD.ŞTİ.,710.0
DANI FOODS AFRICA LIMITED,288.0
"Darden-Young Farm, LLC",1646.0
"Dare Organic Agriculturals Co., Ltd.",1245.0
Daterra Atividades Rurais Ltda (Fazenda Tabuões E Araujo),1257.0
Dave's Coffee,1222.0
Dawson Taylor Coffee Roasters,1575.0
Daye Bensa Coffee Export PLC,1734.0
Daymar Select Fine Coffees,524.0
DE GUSTE GROUP S.A.C.,33.0
Dean's Beans Organic Coffee,489.0
Death Wish Coffee LLC,289.0
Dereje Afework Dry Mill,1463.0
Dereje Afework Hulling Station,1159.0
Desarrollo Sustentable de la Cuenca de Grijalva S.P.R. de R.L.,1336.0
Descafeinadora Colombiana S.A.S. - DESCAFECOL,1260.0
"Descafeinadores Mexicanos, S.A. De C.V.",1750.0
"Desert Sun Coffee Roasters, Inc.",784.0
DHM Ecolife (Pvt) Ltd,739.0
Dillanos Coffee Roasters,1098.0
DINAMICA INTERNATIONAL CROPS S.A.,1763.0
DISTANT LANDS COFFEE ROASTER,1695.0
Diving Duck,762.0
"Doi Chaang Coffee Original Co.,Ltd",808.0
Doi Mek Farm,980.0
Doi Thong Social Enterprise Co. Ltd.,976.0
DOMA Coffee Roasting Company,851.0
DOSELVA S.A.,823.0
Dot Enterprises Inc,477.0
DRIED FOODS PERU S.A.C.,1459.0
"DSJ Acquisition, Inc",1411.0
DUKUNDE KAWA COOPERATIVE,1642.0
DUKUNDEKAWA,308.0
"Duluth Coffee Company, Inc.",1631.0
"Dungeness River Lamb Farm, LLC Dba Lamb Farm Kitchen",1688.0
Dupuy Group LLC,1050.0
Dupuy Storage & Forwarding LLC,42.0
DUTRA COFFE LTDA,708.0
"Dynamite Roasting Company, LLC",1172.0
Eagle Coffee Co. Inc,71.0
Eagle River Roasters,484.0
Earthback Coffee Roasters,320.0
Earthbound Farm Stand,664.0
East Indies Coffee & Tea Co.,258.0
"East West Botanicals, LLC",1774.0
Eco Lips Inc.,652.0
ECOAG S.A.C,1784.0
ECOANDINO S.A.C.,406.0
ECOANDINO SAC - OXAPAMPA - SATIPO,5.0
ECOBIO COLOMBIA SAS,488.0
Eco-Caraigres Afaorca,125.0
"ECOEXPORT, S.A.",426.0
ECOLOGICAL S.A.C.,193.0
ECOLSIERRA EXPORT S.A.S,287.0
"Eco-Prima, Inc.",1175.0
ECOTRADING GROUP S.A.C,804.0
ECUAVIRMAX S.A.,1154.0
Eden Botanicals,1146.0
EDVIN BELTRAN RUEDA,1602.0
EFRUCOL S.A.S.,1232.0
Eldorado Coffee Roasters Inc.,278.0
"Elite Ingredients, LLC",233.0
Eliyas Bekele Wet Mill,957.0
Elliott Bay Brewery And Pub - West Seattle,1629.0
Elliott Bay Brewhouse & Pub - Burien,273.0
Elliott Bay Public House & Brewery- Lake City Way,1069.0
EMAIRS LLC/ PURE CEY LON ITEMS,1455.0
Empire Coffee Co Inc,664.0
EMPRESA AGRARIA CAFETALERA,146.0
Empresa Asociativa Campesina De Producción ARUCO,23.0
Empresa Asociativa Campesina De Producción ARUCO,1647.0
Empresa Asociativa Campesina De Producción ARUCO,429.0
Empresa Asociativa Campesina de Producción Bella Vista (EACP Bella Vista).,884.0
Empresa Asociativa Campesina De Producción Ecológica Cafetalera Dolores Merendón (ECADOME),1535.0
Empresa Asociativa Campesina De Producción Ecológica Cafetalera Dolores Merendón (ECADOME),1613.0
Empresa Asociativa Campesina De Producción Ecológica Cafetalera Dolores Merendón (ECADOME),105.0
Empresa De Servicios Multiples Cafetalera Cielito Lindo,185.0
Empresa De Servicios Multiples Cafetalera Cielito Lindo,177.0
Empresa De Servicios Multiples Cafetalera Los Laureles Gobenep,902.0
Empresa De Servicios Multiples Cafetalera Los Laureles Gobenep,1692.0
Empresa De Servicios Múltiples ITZAE,1757.0
Empresa de Servicios Multiples Proexo Limitada,1110.0
EMPRESA ECOCAFE CRX DE COSTA RICA S.A,984.0
EMPRESA EXPORTADORA ATLANTIC S.A,1188.0
Empresa Industrial Oro Verde SAC,905.0
Empresa Industrial Oro Verde SAC,593.0
EMPRESA SOCIO SOSTENIBLE COMERCIALIZADORA DE PRODUCTOS ECOLOGICOS S.A.C (E.S.S.C.P.E S.A.C),959.0
"Empresarios Cafetaleros Agroecológicos del Sureste, S.C.",791.0
"Em's Ice Cream, LLC Dba Em's Ice Cream",1215.0
Encha Life,888.0
"Enerhealth Botanicals, LLC",424.0
Engelhart CTP (US) LLC,685.0
"Enjambre Cafetalero, S.C. de C.V.",628.0
Entre Volcanes,895.0
EOAS Organics (Pvt) Ltd.,834.0
"Equal Exchange, Inc.",261.0
Equator Coffee Co.,1099.0
Equator Coffees And Teas,1668.0
Erin International (Pvt) Limited,1671.0
E-Silk Route Ventures (Pvt) Ltd,16.0
Eskol El Grano,888.0
Especies Peruanas S.A.C.,1314.0
Espresso Republic LLC,956.0
Espresso Smith Inc.,138.0
"Esselon Coffee Roasting Co., Inc.",1550.0
ETICO - The Ethical Trading Company Ltd.,900.0
ETS COOPAC RDC,791.0
Euro Coffee,1524.0
"European Roasterie, Inc.",1467.0
Everest Packaging Corp.,294.0
Everything Organic Limited,240.0
Excellent Coffee Company,1750.0
"Excelsior Nutrition, Inc. Dba 4Excelsior",1638.0
EXPO CAFÉ S.A.,321.0
EXPOCOSURCA S.A.,1322.0
EXPORT IMPORT TRADING ORGANISATION S.A.(ÉXITO SA.),181.0
EXPORTADORA CHAJULENSE S.A.,1812.0
Exportadora De Café California S.A. De C.V.,476.0
EXPORTADORA DE CAFE CALIFORNIA SA DE CV,1812.0
Exportadora De Café De Occidente,1099.0
"Exportadora De Café De Occidente, S DE R.L",1318.0
EXPORTADORA DE CAFE ISABELITA S.A.S,404.0
Exportadora De Cafés Carmo De Minas Ltda (Carmocoffees),566.0
Exportadora De Productos Orgánicos 18 Conejo S.A. De C.V.,139.0
Exportadora De Productos Orgánicos 18 Conejo S.A. De C.V.,404.0
Exportadora De Productos Orgánicos 18 Conejo S.A. De C.V.,173.0
Exportadora De Productos Orgánicos 18 Conejo S.A. De C.V.,1323.0
Exportadora de Productos Organicos Conejo S.A. de C.V.,533.0
EXPORTADORA MONTES DE MACANILLO,1427.0
EXPORTADORA ROMEX S.A.,60.0
EXPORTADORA VILLA ECOLÓGICA S.A.C.,1670.0
EXPORTCAFE S.A. Beneficio Agua Santa,1494.0
"Extant Coffee, Inc. Dba Roastery 7",1426.0
F. Gavina & Sons Inc.,39.0
Fair Mountain Coffee Roasters LLC,1344.0
Fairtrade Global Sourcing FZE,889.0
"Fal Café Comercio, Exportação E Importação De Café Ltda",1022.0
FALCON COFFEES Ltd,1158.0
"Falcon Trading Company, Inc.",399.0
Farmer Bros. Co.,1766.0
Farmer Bros. Co. Houston Facility,1129.0
Farmer To Farmer,973.0
Fazenda Coffee Roasters LLC,1765.0
Fazenda Esperança ¿ Grupo Saquarema,196.0
Fazenda Fazendinha,206.0
Fazenda Guarani/Boa Sorte,1159.0
Fazenda Nossa Senhora De Fatima- Grupo Saquarema,1641.0
Fazenda Recanto - Grupo Saquarema Agrícola Cerrado,959.0
Fazenda Santa Cristina ¿ Grupo Saquarema,732.0
Fazenda Saquarema I - Grupo Saquarema,176.0
Fazenda Vaccaro LTDA - ME,1770.0
FAZENDAS KLEM LTDA ME,1725.0
FEDECOCAGUA COOPERATIVA INTEGRAL AGRICOLA LA BENDICION R.L.,962.0
"FEDECOCAGUA, COOPERATIVA INTEGRAL AGRICOLA COMUNIDADES UNIDAS R.L.",708.0
"FEDECOCAGUA, Cooperativa Integral Agricola Riberas del Cabuz R.L.",120.0
FEDECOVERA R.L.,466.0
Federación Comerc. De Café Especial De Guatemala,708.0
Federación De Cooperativas Agricolas De Productores De Cafe De Guatemala Responsabilidad Limitada (FEDECOCAGUA RL),1537.0
Federación De Cooperativas Para El Desarrollo FECODESA R.L.,1758.0
Federación De Cooperativas Para El Desarrollo FECODESA R.L.,1189.0
Federación De Cooperativas Para El Desarrollo FECODESA R.L.,86.0
Federación De Empresas Certificadas Del Café De Honduras FECAFEH-Grupo AMPROCAL,681.0
Federación De Empresas Certificadas Del Café De Honduras FECAFEH-Grupo AMPROCAL,1585.0
Federación De Empresas Certificadas Del Café De Honduras FECAFEH-Grupo AMPROCAL,814.0
"Federación De Empresas Certificadas Del Café De Honduras, FECAFEH-Grupo COCASMIL",949.0
"Federación De Empresas Certificadas Del Café De Honduras, FECAFEH-Grupo COCASMIL",1158.0
FEDERACION DE PEQUEÑOS EXPORTADORES AGROPECUARIOS,119.0
Federación de Sociedades Cooperativa Cafetalera Costa Soconusco del Estado de Chiapas F.C. de R.L.,104.0
Federación De Sociedades Cooperativas Agroecológica Y Cafetalera De Chiapas.,831.0
FEDERACIÓN DE SOCIEDADES COOPERATIVAS CAFETALERAS DE LA SIERRA MADRE F.C. DE R.L.,827.0
"Federación de Sociedades Cooperativas Indígenas y Ecológicas de Chiapas, F.C. de R.L.",1227.0
Federación Nacional De Cafeteros De Colombia,1051.0
FEDERACIÓN NACIONAL DE CAFETEROS DE COLOMBIA,1462.0
Federación Nacional De Cafeteros De Colombia - Buencafé Liofilizado De Colombia,284.0
Federación Regional De Asociaciones De Pequeños,1560.0
FEJCEM GROUP S.A. De C.V.,309.0
Fernando De Oliveira Sarreta,952.0
Ferris Coffee & Nuts,267.0
Fidalgo Bay Coffee,439.0
FIELDS AREA S.A.C.,798.0
Finca Agromasnou; Sector Calvet,1685.0
Finca Armenia Lorena,1714.0
Finca Assar Coffee,594.0
Finca Assar Coffee,1338.0
Finca BIO DONI,1392.0
Finca Bosques De Gaia/Gaia Estate,55.0
Finca Bourbon,1545.0
Finca Café Kotowa Duncán,112.0
Finca Café Kotowa Duncán,1468.0
Finca Café Kotowa Duncán,1044.0
Finca Ceylan Y Anexos,670.0
Finca Churupampa Peru S.A.C.,1180.0
Finca Churupampa Peru S.A.C.,361.0
Finca El Cascajal,114.0
"Finca El Catuai, S.A.",1790.0
FINCA EL CHORRO,1677.0
Finca El Mirador,1161.0
Finca El Pacifico,1333.0
Finca El Pintado,662.0
Finca El Rey,200.0
Finca Irlanda S.A.P.I DE C.V.,277.0
Finca Java SA,846.0
Finca Java SA,896.0
FINCA LA CHIRIPA,1674.0
Finca La esperanza,85.0
Finca La Fortuna,377.0
Finca Los Angeles,879.0
FINCA MINA HONDA,948.0
Finca Monte Cristo,175.0
Finca Montealegre,657.0
FINCA MONTES DE ORO Y PACAYAL NICOLAS HAWIT,920.0
Finca Nueva Armenia,521.0
Finca Palo Blanco,1209.0
Finca Pancum,479.0
FINCA PROVIDENCIA,494.0
Finca Rio-Upano C. LTDA dba Finca Upano,1148.0
"Finca San Antonio, S.A.",1190.0
Finca San Jose La Laguna,243.0
FINCA SAN PABLO,695.0
Finca San Sebastián - José Miller Gutiérrez.,1466.0
FINCA SANTA MARIA,709.0
Finca Santa Rita,523.0
FINCA SAVANNA,887.0
Finca Terrerito / Adelmo Lopez,1047.0
"Finca Triunfo Verde, S.C.",1080.0
Finca Upano,1091.0
FINCAS HOFFMANN,1180.0
"Finger Lakes Coffee Roasters, Inc.",17.0
"Finlay Extracts & Ingredients USA, Inc.",1641.0
"Finlay Extracts & Ingredients USA, Inc.",985.0
"Fioravanti Custom Products, LLC",480.0
Firehouse Coffee Roasters,1548.0
Firmenich Inc,1627.0
Firmenich Incorporated,688.0
First Source LLC.,1361.0
"Flavor Focus, LLC",408.0
"Flavor Producers, Inc.",62.0
"Flavor Producers, Inc.",1010.0
Flavorchem Corporation - West,1421.0
"Flavorganics, LLC",371.0
Flor de Pascuas S.C. de R.L. de C.V. Finca Chula Vista,552.0
"Flora, Inc.",408.0
Florada Brasil Armazéns Gerais Ltda,1209.0
Flying Goat Coffee,641.0
Flying M Coffee,473.0
Fog Woman Coffee,786.0
FOGEL FARM,404.0
Fogo Coffee Spirit LDA,188.0
FOMENTO INDUSTRIAL TENAM S.A. DE C.V.,1565.0
FONA International Inc.,441.0
Fontana Flavors,38.0
Forager,1527.0
Foster Dairy Farms Dba Crystal Creamery,72.0
"Foster Dairy Farms, Inc. Dba Humboldt Creamery",1044.0
"Foundation For Agrarian Reform Cooperatives In Mindanao, Inc.",919.0
Francisca Emilia Teixeira Franco (Fazenda Jacaranda),648.0
FRANCISCO ARTURO SERRANO SERRANO,1249.0
"Fraternite Notre Dame, Inc.",1050.0
Fred Meyer - Clackamas Bakery,840.0
Fresh Roasted Coffee LLC,601.0
Friedrichs World Coffees,709.0
Frontier Natural Products Coop,1358.0
Frontier Natural Products Coop,267.0
Fruitcrown Products Corporation,652.0
Frutarom USA Inc.,123.0
"Fstopcafe, LLC",1377.0
Fulcrum Coffee,919.0
"Fulfill Food & Beverages, LLC",965.0
"Fundación Agraria y Ambiental Para el Desarrollo Sostenible, FUDAM.",110.0
G.A.S. Distributors,590.0
GALGUERA GOMEZ SA DE CV,1599.0
Gardens By Grace LLC,1784.0
General Mills,1016.0
"General Mills Operations, LLC",546.0
"Get Bizzy, Inc.",1123.0
"GF JIANYUAN ORGANIC TEA CO., LTD",1441.0
Ghidey Berhe Coffee Hulling Center,409.0
Ghost Town Coffee Roasters Inc,1350.0
Gidey Berhe,823.0
Gillies Coffee Company,1079.0
Gimme! Coffee,184.0
Girma Eshetu Beyene Coffee Farm,1186.0
Girma Tekabo Coffee Producer & Exporter,660.0
Givaudan Flavors Corporation,344.0
GKI Foods LLC,671.0
GLINT S.A.C.,57.0
"Global Delights, LLC",869.0
"Global Organics, Ltd.",870.0
Global Packing Solutions S.A.,998.0
Globus Coffee LLC,1017.0
"Gold Coast Ingredients, Inc.",1175.0
Gold Rush Coffee,374.0
"Golden Valley Farms Commodity Group, Inc.",953.0
Goldfield Coffee,635.0
Good Land Organics,1310.0
Good Vibes Coffee Roasters,1506.0
Goodbean Coffee,881.0
"Goodson Brothers Coffee Company, Inc.",86.0
Goodwest Industries LLC,280.0
Goroka Coffee Roasters Ltd,605.0
Grace Church Dba Twelve17 Coffee Roasters,320.0
Grace Overseas Corp.,854.0
Grancoffee Roasting Company,1766.0
Grandino SAC.,1499.0
Grandy Oats,1310.0
"Granite Ledge Coffee, LLC",571.0
Granos De Oriente S.A. DE C.V.,1561.0
Granos Orgánicos Del Sur S.A.C.,736.0
"Grassroots Coffee Roasters, LLC",1332.0
Great Circle Coffee,716.0
Great Lakes Coffee Roasting Company,18.0
Great Northern Coffee,621.0
Great Northern Roasting CO LLC Dba Roaster Jack Coffee Co.,435.0
Green Ape LLC Dba Kuxtal Coffee And Tea,1302.0
Green Coffee Agro Industry Plc,479.0
Green Elephant Juicery LLC,1559.0
Green Girl Bakeshop Inc.,1084.0
Green Maya Inc.,1501.0
"Green Mountain Coffee Roasters, Inc.",1596.0
Green Mountain Organic Creamery,1176.0
"Green Valley Group, LLC",914.0
Green Valley Trading Company dba Invalsa Coffee,1771.0
Greenfield Bio Plantations (Pvt) Ltd.,1297.0
"Greenwood Lake Roasters, LLC",1717.0
"Grounds For Change, Inc.",217.0
Groundwork Coffee Pacific Northwest LLC,209.0
GRUPO ASOCIATIVO EL BOMBO - ASOBOMBO,1467.0
Grupo Comunitario De Productores Organicos Sierras/Carazo,703.0
Grupo Comunitario Las Segovias,854.0
GRUPO DE ASESORES DE PRODUCCION ORGANICA Y SUSTENTABLE S.C. - GRAPOS,838.0
"Grupo De Asesores De Producción Orgánica Y Sustentable S.C., (GRAPOS S.C.)",1053.0
"Grupo Iimotion, SA De CV",1449.0
Grupo Monte Sierra,937.0
Grupo Naturalba S.A,737.0
GRUPO NORCAFE S.R.L.,1324.0
GRUPO ORGÁNICO CUNDINAMARCA,1470.0
GRUPO TAP S.A.S. C.I.,188.0
