farmer_id,Operation Name,origin_id
958,"Cooperativa De Producción Agropecuaria De Campesinos"" Flor Del Pino"" Limitada",1002
959,"Cooperativa De Producción Agropecuaria De Campesinos"" Flor Del Pino"" Limitada",731
960,COOPERATIVA DE PRODUCCION AGROPECUARIA EL PORVENIR DE LOS MARIBIOS R.L.,658
961,Cooperativa De Producción Agropecuaria La Labor Limitada COPRAL,1173
962,Cooperativa De Producción Agropecuaria La Labor Limitada COPRAL,468
963,Cooperativa De Producción Agropecuaria La Labor Limitada COPRAL,1656
964,"COOPERATIVA DE PRODUCCION ESPECIAL DE LA SELVA CENTRAL DEL PERU ""COOPERU""",945
965,Cooperativa De Producción Tzeltal Tzotzil S. C. L.,1221
966,Cooperativa De Productores De Café La Encarnación Limitada,1134
967,Cooperativa De Productores De Café La Encarnación Limitada,18
968,Cooperativa De Productores De Café La Encarnación Limitada,887
969,Cooperativa De Produtores Orgânicos E Biodinâmicos Da Chapada Diamantina - Cooperbio,936
970,Cooperativa De Servicios Agropecuarios Gualcinse Limitada COSAGUAL,1530
971,Cooperativa De Servicios Agropecuarios Gualcinse Limitada COSAGUAL,1080
972,Cooperativa De Servicios Agropecuarios Gualcinse Limitada COSAGUAL,1555
973,Cooperativa De Servicios Múltiples,1542
974,"Cooperativa De Servicios Múltiples 
NORCAFE PERU",1506
975,Cooperativa De Servicios Multiples ‘‘Productores Orgánicos De Ometepe’’ R. L.,220
976,Cooperativa De Servicios Multiples ‘‘Productores Orgánicos De Ometepe’’ R. L.,28
977,Cooperativa De Servicios Multiples ‘‘Productores Orgánicos De Ometepe’’ R. L.,410
978,COOPERATIVA DE SERVICIOS MULTIPLES 20 DE ABRIL RL,923
979,Cooperativa De Servicios Múltiples Adisa Naranjos,1043
980,Cooperativa De Servicios Múltiples Adisa Naranjos,164
981,Cooperativa De Servicios Múltiples Adisa Naranjos,405
982,Cooperativa De Servicios Múltiples Aprocassi,617
983,Cooperativa De Servicios Múltiples Bosque Del Alto Mayo Ltda,949
984,Cooperativa De Servicios Múltiples Bosque Del Alto Mayo Ltda,871
985,Cooperativa De Servicios Múltiples Bosque Del Alto Mayo Ltda,566
986,Cooperativa De Servicios Múltiples Café Alto Marañon,721
987,Cooperativa De Servicios Múltiples Café Alto Marañon,1097
988,COOPERATIVA DE SERVICIOS MULTIPLES CAPEMA,1566
989,Cooperativa De Servicios Multiples Cedros Cafe,852
990,Cooperativa De Servicios Múltiples CENFROCAFE Perú,883
991,Cooperativa De Servicios Múltiples CENFROCAFE Perú,1793
992,Cooperativa De Servicios Multiples Cinco De Junio Las Sabanas R. L.,1354
993,Cooperativa De Servicios Múltiples Ecoforest LTDA,360
994,Cooperativa De Servicios Múltiples Ecoforest LTDA,1599
995,Cooperativa De Servicios Multiples El Gorrion R.L,605
996,Cooperativa De Servicios Multiples Flor De Cafee,733
997,Cooperativa De Servicios Multiples Flor De Dalia. R. L.,1292
998,Cooperativa De Servicios Multiples Flor De Dalia. R. L.,1629
999,Cooperativa de Servicios Múltiples Flor de Pancasán 8 de marzo R.L.,1154
1000,COOPERATIVA DE SERVICIOS MÚLTIPLES FRUTOS DE SELVA,789
1001,Cooperativa De Servicios Múltiples Gallito De Las Rocas Ltda.,238
1002,Cooperativa De Servicios Múltiples Global Café,1551
1003,Cooperativa De Servicios Multiples Jesus Solidario Ltda.,925
1004,"Cooperativa De Servicios Multiples Juan Marco El Palto - ""COOP JUMARP""",591
1005,Cooperativa De Servicios Multiples La Union RL,1477
1006,COOPERATIVA DE SERVICIOS MULTIPLES PADRE ODORICO DE ANDEA,1125
1007,Cooperativa De Servicios Múltiples Santa Isabelia Peñas Blancas RL.,747
1008,Cooperativa De Servicios Multiples Santiago R.L,1652
1009,Cooperativa de servicios Multiples Santiago R.L.,1163
1010,Cooperativa De Servicios Múltiples SOL&CAFÉ Ltda,1650
1011,Cooperativa De Servicios Múltiples SOL&CAFE LTDA - COOP SOL&CAFE,1807
1012,Cooperativa De Servicios Múltiples SOL&CAFE LTDA - COOP SOL&CAFE,210
1013,Cooperativa De Servicios Múltiples Valle Alto LTDA,752
1014,COOPERATIVA DE SERVICIOS MULTIPLES VALLE DE RIOJA - COOP VALLE DE RIOJA,1735
1015,"Cooperativa de Servicios Multiplez Flor de Dalia, R. L.",1431
1016,Cooperativa Del Sur Del Cauca “COSURCA”,140
1017,Cooperativa Dos Agricultores Familiares,1009
1018,Cooperativa Dos Agricultores Familiares De Poço Fundo E Região LTDA,1239
1019,Cooperativa Dos Produtores De Café Especial De Boa Esperança,863
1020,Cooperativa Dos Produtores Organicos Do Sul Da Bahia - CABRUCA,965
1021,"Cooperativa Integral Agrícola ""Entre Ríos"", R.L.",1578
1022,"Cooperativa Integral Agrícola “La Hermosa”, Responsabilidad Limitada “LA HERMOSA”, R. L.",538
1023,Cooperativa Integral Agrícola 21 De Octubre R. L.,1519
1024,Cooperativa Integral Agrícola Cocolense R.L,1800
1025,Cooperativa Integral Agrícola Comunidades Unidas,99
1026,Cooperativa Integral Agrícola De Productos Ecológicos CIAPEC LTDA,715
1027,Cooperativa Integral Agrícola De Productos Ecológicos CIAPEC LTDA,114
1028,Cooperativa Integral Agrícola De Productos Ecológicos CIAPEC LTDA,1588
1029,Cooperativa Integral Agricola Estrella Polar RL,1712
1030,COOPERATIVA INTEGRAL AGRICOLA LA BENDICION RL,806
1031,Cooperativa Integral Agrícola La Esperansita,1203
1032,Cooperativa Integral Agricola Las Pilas RL,156
1033,Cooperativa Integral Agricola Nueva Esperanza del Bosque R.L.,1673
1034,Cooperativa Integral Agricola San Francisco De Asis Responsabilidad Limitada (CIASFA.R.L),944
1035,Cooperativa Integral Agricola Vertice Del Norte RL,1228
1036,Cooperativa Integral Agropecuaria Antofagasta Ltda.,1525
1037,Cooperativa Integral De Comercializacion Maya Ixil RL,136
1038,COOPERATIVA INTEGRAL DE PRODUCTORES AGROECOLOGICOS R.L,1289
1039,COOPERATIVA LOS BALCANES DE R.L. DE C.V.; Beneficio Húmedo Buena Vista,617
1040,COOPERATIVA LOS BALCANES DE R.L. DE C.V.; Beneficio Húmedo Los Cañales,966
1041,Cooperativa Maseual Xicaualis S.C.L,579
1042,"COOPERATIVA MIXTA ""LA ARENA LA UNION"" LIMITADA (COMILAUL)",764
1043,Cooperativa Mixta Café De Mi Tierra ¨COMCADMITL¨,1325
1044,Cooperativa Mixta Café De Mi Tierra ¨COMCADMITL¨,1332
1045,Cooperativa Mixta Cosecha Verde Limitada (COMICOVEL).,272
1046,Cooperativa Mixta De Café Orgánico Y Especiales Puringla Limitada,1530
1047,Cooperativa Mixta Fortaleza Limitada (COMIFORTL),955
1048,Cooperativa Mixta Fortaleza Limitada (COMIFORTL),467
1049,Cooperativa Mixta Montaña Verde Limitada,1128
1050,Cooperativa Mixta Montaña Verde Limitada,269
1051,Cooperativa Mixta Regional “Brisas De La Frontera” Limitada,122
1052,Cooperativa Mixta Regional “Brisas De La Frontera” Limitada,448
1053,Cooperativa Mixta Regional “Brisas De La Frontera” Limitada,1306
1054,"Cooperativa Mixta San Juancito Limitada, COMISAJUL",730
1055,"Cooperativa Mixta San Juancito Limitada, COMISAJUL",1101
1056,"Cooperativa Mixta San Juancito Limitada, COMISAJUL",490
1057,Cooperativa Mixta Subirana Yoro Limitada,535
1058,Cooperativa Mixta Subirana Yoro Limitada,1427
1059,"COOPERATIVA MULTIETNICA Y PLURICULTURAL DE PEQUEÑOS CAFICULTORES DEL CAUCA, COMEPCAFE",16
1060,Cooperativa Multifuncional Arca de Noé R. L,412
1061,Cooperativa Multifuncional Arca De Noé R.L.,1133
1062,Cooperativa Multifuncional Arca De Noé R.L.,172
1063,"Cooperativa Multifuncional Arca De Noe, R.L.",221
1064,COOPERATIVA MULTIFUNCIONAL DE PRODUCTORES,102
1065,"COOPERATIVA MULTIFUNCIONAL DE PRODUCTORES,
EXPORTADORES DE CAFÉ DE SAN JUAN DE RIO COCO- PROCAFE",677
1066,COOPERATIVA MULTIFUNCIONAL FAMILY COFFE R.L.,1336
1067,Cooperativa Multifuncional Pablo Velasquez Hernandez R.L,819
1068,Cooperativa Multifuncional Reynerio Antonio Tijerino R.L,701
1069,Cooperativa Multisectorial de productoras y productores Organicos de Wiwili R.L COMPOW,443
1070,Cooperativa Multisectorial De Productores Agropecuarios Guardabarranco De Las Segovias R.L.,1189
1071,Cooperativa Multisectorial De Productores Agropecuarios Guardabarranco De Las Segovias R.L.,626
1072,Cooperativa Multisectorial De Productores De Café Orgánico De Matagalpa,1279
1073,Cooperativa Multisectorial La Providencia R.L.,856
1074,Cooperativa Multisectorial La Providencia R.L.,660
1075,COOPERATIVA MULTISECTORIAL PRODUCTORES DE CAFÉ ORGANICO CERTIFICADO LAS SEGOVIAS,805
1076,Cooperativa Multisectorial Solidaridad R.L.,1094
1077,Cooperativa Multisectorial Solidaridad R.L.,1629
1078,Cooperativa Regional Agroforestal Nuevas Ideas Limitada (COPRANIL),838
1079,Cooperativa Regional Agroforestal Nuevas Ideas Limitada (COPRANIL),801
1080,Cooperativa Regional Agroforestal Nuevas Ideas Limitada (COPRANIL),1338
1081,Cooperativa Regional Agropecuaria Quiraguira Limitada,743
1082,Cooperativa Regional Agropecuaria Quiraguira Limitada,843
1083,Cooperativa Regional Dos Cafeicultores Do Vale Do Rio Verde Ltda (Cocarive),178
1084,Cooperativa Regional Mixta De Agricultores Orgánicos De La Sierra,690
1085,Cooperativa Regional Mixta De Agricultores Orgánicos De La Sierra,93
1086,Cooperativa San Antonio,520
1087,Coopérative ABAKUNDAKAWA RUSHASHI,736
1088,Coopérative Agricole Caféière Vincent Ogé De Donon (COOPACVOD),807
1089,COOPERATIVE AGRICOLE MUUNGANO,1098
1090,"Cooperative Coffees, Inc.",899
1091,COOPÉRATIVE DES PRODUCTEURS NOVATEURS DU CAFÉ DU KIVU (CPNCK),945
1092,COOPERATIVE KAWA MABER,1230
1093,COOPERVAL - Cooperativa Das Agricultoras E Agricultores Familiares Orgânicos De Claraval E Região - Cooperval,573
1094,Coordinadora De Organizaciones De Desarrollo,526
1095,"COORDINADORA DE ORGANIZACIONES Y COMUNIDADES DE LA SIERRA, S.C. DE R.L. DE C.V.",708
1096,Coordinadora De Productores De La Zona Centro Del Estado De Veracruz S.C De R.L De C.V,1813
1097,Coordinadora Estatal De Productores De Café Del Estado De Oaxaca AC.(CEPCO).,1677
1098,Coordinadora Estatal De Productores De Café Del Estado De Oaxaca AC.(CEPCO).,1093
1099,COPAK (COMPAGNIE DES PRODUITS AGRICOLES DU KIVU),1533
1100,COPPER MOON COFFEE,1722
1101,"Corazon Coffee Roasters, Llc",153
1102,Corporación Agropecuaria Campesina Regional Carrasco La Reserva CORACA-C.R.C.,1145
1103,Corporación De Agricultores Ecológicos Y,1322
1104,Corporación De Productores Café Perú SAC,250
1105,Corporación Gruppo Salinas,1568
1106,"Corporación Hondureña Del Café S.DE.RL. 
( CORHCAFE)",1345
1107,"CORPORACIÓN UNIVERSITARIA LIBRE ""Planta De Café",1197
1108,CORPORATIVO COLORES AC,1362
1109,Costa Oro Int'l LLC,485
1110,Costa Oro Seatac,170
1111,Counter Culture Coffee,1219
1112,"Counter Culture Coffee, Inc.",358
1113,"Covabrelli Coffee, LLC",1666
1114,CPCO Santo Domingo R. L.,230
1115,CPX PERU S.A.C.,312
1116,CR3 - Kaffeeveredelung,1066
1117,Craftpack LLC,1137
1118,Crandall Coffee Company,1018
1119,Cravens Coffee Co.,1451
1120,"Creative Werks, Llc",1139
1121,Crimson Cup Coffee & Tea Inc.,844
1122,Crooked River Coffee Co.,996
1123,CROPP Cooperative,1440
1124,"Crown Maple, LLC",313
1125,"Custom Roasting, Inc.",661
1126,CV Bonafide Anugerah Sentosa,1096
1127,CV. ARIDALTA MANDIRI,69
1128,CV. Ateutamount,1646
1129,CV. Boemi Coffee Indonesia,1012
1130,CV. Harapan Bersama,728
1131,CV. Mega Lestari,1779
1132,CV. Putra Darma,254
1133,CV. Utama Sejahtera Agro,1581
1134,CV. Yudi Putra,1267
1135,CWT Commodities,1449
1136,"D & M Coffee Co., Inc.",1219
1137,Daabon Organic Australia Pty Ltd,1112
1138,Daarnhouwer & Co. BV,236
1139,Daily Rise Roasting Company Dba Daily Rise Coffee,655
1140,"Dairy Farmers Of America, Inc.",1520
1141,DAISY APARECIDA CARDOSO VENTRI,607
1142,Damota Wolayta Farmers Cooperative Union Ltd.,224
1143,DANEX İÇ VE DIŞ TİC. SAN. LTD.ŞTİ.,1400
1144,DANI FOODS AFRICA LIMITED,999
1145,"Darden-Young Farm, LLC",866
1146,"Dare Organic Agriculturals Co., Ltd.",310
1147,Daterra Atividades Rurais Ltda (Fazenda Tabuões E Araujo),1465
1148,Dave's Coffee,1770
1149,Dawson Taylor Coffee Roasters,360
1150,Daye Bensa Coffee Export PLC,905
1151,Daymar Select Fine Coffees,1729
1152,DE GUSTE GROUP S.A.C.,607
1153,Dean's Beans Organic Coffee,1627
1154,Death Wish Coffee LLC,717
1155,Dereje Afework Dry Mill,1674
1156,Dereje Afework Hulling Station,1696
1157,Desarrollo Sustentable de la Cuenca de Grijalva S.P.R. de R.L.,769
1158,Descafeinadora Colombiana S.A.S. - DESCAFECOL,167
1159,"Descafeinadores Mexicanos, S.A. De C.V.",960
1160,"Desert Sun Coffee Roasters, Inc.",771
1161,DHM Ecolife (Pvt) Ltd,1798
1162,Dillanos Coffee Roasters,703
1163,DINAMICA INTERNATIONAL CROPS S.A.,524
1164,DISTANT LANDS COFFEE ROASTER,865
1165,Diving Duck,1767
1166,"Doi Chaang Coffee Original Co.,Ltd",1310
1167,Doi Mek Farm,701
1168,Doi Thong Social Enterprise Co. Ltd.,1632
1169,DOMA Coffee Roasting Company,251
1170,DOSELVA S.A.,1810
1171,Dot Enterprises Inc,1599
1172,DRIED FOODS PERU S.A.C.,1510
1173,"DSJ Acquisition, Inc",628
1174,DUKUNDE KAWA COOPERATIVE,421
1175,DUKUNDEKAWA,19
1176,"Duluth Coffee Company, Inc.",1566
1177,"Dungeness River Lamb Farm, LLC Dba Lamb Farm Kitchen",967
1178,Dupuy Group LLC,515
1179,Dupuy Storage & Forwarding LLC,247
1180,DUTRA COFFE LTDA,1088
1181,"Dynamite Roasting Company, LLC",151
1182,Eagle Coffee Co. Inc,1089
1183,Eagle River Roasters,873
1184,Earthback Coffee Roasters,445
1185,Earthbound Farm Stand,1412
1186,East Indies Coffee & Tea Co.,398
1187,"East West Botanicals, LLC",1093
1188,Eco Lips Inc.,1104
1189,ECOAG S.A.C,1269
1190,ECOANDINO S.A.C.,1179
1191,ECOANDINO SAC - OXAPAMPA - SATIPO,1633
1192,ECOBIO COLOMBIA SAS,556
1193,Eco-Caraigres Afaorca,1015
1194,"ECOEXPORT, S.A.",474
1195,ECOLOGICAL S.A.C.,848
1196,ECOLSIERRA EXPORT S.A.S,348
1197,"Eco-Prima, Inc.",1778
1198,ECOTRADING GROUP S.A.C,1161
1199,ECUAVIRMAX S.A.,963
1200,Eden Botanicals,699
1201,EDVIN BELTRAN RUEDA,829
1202,EFRUCOL S.A.S.,1717
1203,Eldorado Coffee Roasters Inc.,1132
1204,"Elite Ingredients, LLC",598
1205,Eliyas Bekele Wet Mill,954
1206,Elliott Bay Brewery And Pub - West Seattle,1356
1207,Elliott Bay Brewhouse & Pub - Burien,1247
1208,Elliott Bay Public House & Brewery- Lake City Way,77
1209,EMAIRS LLC/ PURE CEY LON ITEMS,886
1210,Empire Coffee Co Inc,1611
1211,EMPRESA AGRARIA CAFETALERA,1741
1212,Empresa Asociativa Campesina De Producción ARUCO,150
1213,Empresa Asociativa Campesina De Producción ARUCO,1519
1214,Empresa Asociativa Campesina De Producción ARUCO,1072
1215,Empresa Asociativa Campesina de Producción Bella Vista (EACP Bella Vista).,1533
1216,Empresa Asociativa Campesina De Producción Ecológica Cafetalera Dolores Merendón (ECADOME),749
1217,Empresa Asociativa Campesina De Producción Ecológica Cafetalera Dolores Merendón (ECADOME),299
1218,Empresa Asociativa Campesina De Producción Ecológica Cafetalera Dolores Merendón (ECADOME),1413
1219,Empresa De Servicios Multiples Cafetalera Cielito Lindo,1748
1220,Empresa De Servicios Multiples Cafetalera Cielito Lindo,1377
1221,Empresa De Servicios Multiples Cafetalera Los Laureles Gobenep,1765
1222,Empresa De Servicios Multiples Cafetalera Los Laureles Gobenep,128
1223,Empresa De Servicios Múltiples ITZAE,1498
1224,Empresa de Servicios Multiples Proexo Limitada,835
1225,EMPRESA ECOCAFE CRX DE COSTA RICA S.A,490
1226,EMPRESA EXPORTADORA ATLANTIC S.A,400
1227,Empresa Industrial Oro Verde SAC,1727
1228,Empresa Industrial Oro Verde SAC,646
1229,EMPRESA SOCIO SOSTENIBLE COMERCIALIZADORA DE PRODUCTOS ECOLOGICOS S.A.C (E.S.S.C.P.E S.A.C),234
1230,"Empresarios Cafetaleros Agroecológicos del Sureste, S.C.",1035
1231,"Em's Ice Cream, LLC Dba Em's Ice Cream",662
1232,Encha Life,757
1233,"Enerhealth Botanicals, LLC",1729
1234,Engelhart CTP (US) LLC,1046
1235,"Enjambre Cafetalero, S.C. de C.V.",357
1236,Entre Volcanes,320
1237,EOAS Organics (Pvt) Ltd.,1102
1238,"Equal Exchange, Inc.",1679
1239,Equator Coffee Co.,1499
1240,Equator Coffees And Teas,1367
1241,Erin International (Pvt) Limited,605
1242,E-Silk Route Ventures (Pvt) Ltd,851
1243,Eskol El Grano,496
1244,Especies Peruanas S.A.C.,363
1245,Espresso Republic LLC,1294
1246,Espresso Smith Inc.,650
1247,"Esselon Coffee Roasting Co., Inc.",1327
1248,ETICO - The Ethical Trading Company Ltd.,518
1249,ETS COOPAC RDC,723
1250,Euro Coffee,216
1251,"European Roasterie, Inc.",1626
1252,Everest Packaging Corp.,714
1253,Everything Organic Limited,344
1254,Excellent Coffee Company,1462
1255,"Excelsior Nutrition, Inc. Dba 4Excelsior",1166
1256,EXPO CAFÉ S.A.,1598
1257,EXPOCOSURCA S.A.,140
1258,EXPORT IMPORT TRADING ORGANISATION S.A.(ÉXITO SA.),1005
1259,EXPORTADORA CHAJULENSE S.A.,666
1260,Exportadora De Café California S.A. De C.V.,1447
1261,EXPORTADORA DE CAFE CALIFORNIA SA DE CV,1364
1262,Exportadora De Café De Occidente,1512
1263,"Exportadora De Café De Occidente, S DE R.L",1560
1264,EXPORTADORA DE CAFE ISABELITA S.A.S,1678
1265,Exportadora De Cafés Carmo De Minas Ltda (Carmocoffees),111
1266,Exportadora De Productos Orgánicos 18 Conejo S.A. De C.V.,1712
1267,Exportadora De Productos Orgánicos 18 Conejo S.A. De C.V.,431
1268,Exportadora De Productos Orgánicos 18 Conejo S.A. De C.V.,1649
1269,Exportadora De Productos Orgánicos 18 Conejo S.A. De C.V.,441
1270,Exportadora de Productos Organicos Conejo S.A. de C.V.,270
1271,EXPORTADORA MONTES DE MACANILLO,103
1272,EXPORTADORA ROMEX S.A.,1627
1273,EXPORTADORA VILLA ECOLÓGICA S.A.C.,367
1274,EXPORTCAFE S.A. Beneficio Agua Santa,590
1275,"Extant Coffee, Inc. Dba Roastery 7",1126
1276,F. Gavina & Sons Inc.,1235
1277,Fair Mountain Coffee Roasters LLC,1694
1278,Fairtrade Global Sourcing FZE,859
1279,"Fal Café Comercio, Exportação E Importação De Café Ltda",117
1280,FALCON COFFEES Ltd,1193
1281,"Falcon Trading Company, Inc.",176
1282,Farmer Bros. Co.,329
1283,Farmer Bros. Co. Houston Facility,1645
1284,Farmer To Farmer,1600
1285,Fazenda Coffee Roasters LLC,812
1286,Fazenda Esperança ¿ Grupo Saquarema,382
1287,Fazenda Fazendinha,313
1288,Fazenda Guarani/Boa Sorte,948
1289,Fazenda Nossa Senhora De Fatima- Grupo Saquarema,1285
1290,Fazenda Recanto - Grupo Saquarema Agrícola Cerrado,599
1291,Fazenda Santa Cristina ¿ Grupo Saquarema,288
1292,Fazenda Saquarema I - Grupo Saquarema,479
1293,Fazenda Vaccaro LTDA - ME,1647
1294,FAZENDAS KLEM LTDA ME,1051
1295,FEDECOCAGUA COOPERATIVA INTEGRAL AGRICOLA LA BENDICION R.L.,1229
1296,"FEDECOCAGUA, COOPERATIVA INTEGRAL AGRICOLA COMUNIDADES UNIDAS R.L.",1801
1297,"FEDECOCAGUA, Cooperativa Integral Agricola Riberas del Cabuz R.L.",1010
1298,FEDECOVERA R.L.,1202
1299,Federación Comerc. De Café Especial De Guatemala,434
1300,Federación De Cooperativas Agricolas De Productores De Cafe De Guatemala Responsabilidad Limitada (FEDECOCAGUA RL),1333
1301,Federación De Cooperativas Para El Desarrollo FECODESA R.L.,1021
1302,Federación De Cooperativas Para El Desarrollo FECODESA R.L.,891
1303,Federación De Cooperativas Para El Desarrollo FECODESA R.L.,846
1304,Federación De Empresas Certificadas Del Café De Honduras FECAFEH-Grupo AMPROCAL,968
1305,Federación De Empresas Certificadas Del Café De Honduras FECAFEH-Grupo AMPROCAL,454
1306,Federación De Empresas Certificadas Del Café De Honduras FECAFEH-Grupo AMPROCAL,94
1307,"Federación De Empresas Certificadas Del Café De Honduras, FECAFEH-Grupo COCASMIL",246
1308,"Federación De Empresas Certificadas Del Café De Honduras, FECAFEH-Grupo COCASMIL",1009
1309,FEDERACION DE PEQUEÑOS EXPORTADORES AGROPECUARIOS,1669
1310,Federación de Sociedades Cooperativa Cafetalera Costa Soconusco del Estado de Chiapas F.C. de R.L.,930
1311,Federación De Sociedades Cooperativas Agroecológica Y Cafetalera De Chiapas.,1649
1312,FEDERACIÓN DE SOCIEDADES COOPERATIVAS CAFETALERAS DE LA SIERRA MADRE F.C. DE R.L.,793
1313,"Federación de Sociedades Cooperativas Indígenas y Ecológicas de Chiapas, F.C. de R.L.",667
1314,Federación Nacional De Cafeteros De Colombia,1124
1315,FEDERACIÓN NACIONAL DE CAFETEROS DE COLOMBIA,1623
1316,Federación Nacional De Cafeteros De Colombia - Buencafé Liofilizado De Colombia,1503
1317,Federación Regional De Asociaciones De Pequeños,409
1318,FEJCEM GROUP S.A. De C.V.,106
1319,Fernando De Oliveira Sarreta,473
1320,Ferris Coffee & Nuts,1713
1321,Fidalgo Bay Coffee,886
1322,FIELDS AREA S.A.C.,391
1323,Finca Agromasnou; Sector Calvet,1309
1324,Finca Armenia Lorena,1764
1325,Finca Assar Coffee,1249
1326,Finca Assar Coffee,558
1327,Finca BIO DONI,1243
1328,Finca Bosques De Gaia/Gaia Estate,345
1329,Finca Bourbon,1366
1330,Finca Café Kotowa Duncán,528
1331,Finca Café Kotowa Duncán,621
1332,Finca Café Kotowa Duncán,926
1333,Finca Ceylan Y Anexos,252
1334,Finca Churupampa Peru S.A.C.,1420
1335,Finca Churupampa Peru S.A.C.,1699
1336,Finca El Cascajal,1664
1337,"Finca El Catuai, S.A.",929
1338,FINCA EL CHORRO,1099
1339,Finca El Mirador,446
1340,Finca El Pacifico,1340
1341,Finca El Pintado,1802
1342,Finca El Rey,144
1343,Finca Irlanda S.A.P.I DE C.V.,992
1344,Finca Java SA,501
1345,Finca Java SA,574
1346,FINCA LA CHIRIPA,1008
1347,Finca La esperanza,1473
1348,Finca La Fortuna,1663
1349,Finca Los Angeles,652
1350,FINCA MINA HONDA,1207
1351,Finca Monte Cristo,1698
1352,Finca Montealegre,266
1353,FINCA MONTES DE ORO Y PACAYAL NICOLAS HAWIT,1285
1354,Finca Nueva Armenia,519
1355,Finca Palo Blanco,680
1356,Finca Pancum,921
1357,FINCA PROVIDENCIA,1059
1358,Finca Rio-Upano C. LTDA dba Finca Upano,1381
1359,"Finca San Antonio, S.A.",299
1360,Finca San Jose La Laguna,1108
1361,FINCA SAN PABLO,1627
1362,Finca San Sebastián - José Miller Gutiérrez.,1370
1363,FINCA SANTA MARIA,1517
1364,Finca Santa Rita,1174
1365,FINCA SAVANNA,1067
1366,Finca Terrerito / Adelmo Lopez,858
1367,"Finca Triunfo Verde, S.C.",209
1368,Finca Upano,1099
1369,FINCAS HOFFMANN,293
1370,"Finger Lakes Coffee Roasters, Inc.",385
1371,"Finlay Extracts & Ingredients USA, Inc.",1570
1372,"Finlay Extracts & Ingredients USA, Inc.",117
1373,"Fioravanti Custom Products, LLC",1142
1374,Firehouse Coffee Roasters,362
1375,Firmenich Inc,1387
1376,Firmenich Incorporated,1272
1377,First Source LLC.,1230
1378,"Flavor Focus, LLC",245
1379,"Flavor Producers, Inc.",501
1380,"Flavor Producers, Inc.",660
1381,Flavorchem Corporation - West,517
1382,"Flavorganics, LLC",1128
1383,Flor de Pascuas S.C. de R.L. de C.V. Finca Chula Vista,55
1384,"Flora, Inc.",199
1385,Florada Brasil Armazéns Gerais Ltda,1711
1386,Flying Goat Coffee,1670
1387,Flying M Coffee,1771
1388,Fog Woman Coffee,1531
1389,FOGEL FARM,1517
1390,Fogo Coffee Spirit LDA,979
1391,FOMENTO INDUSTRIAL TENAM S.A. DE C.V.,1327
1392,FONA International Inc.,986
1393,Fontana Flavors,1155
1394,Forager,1538
1395,Foster Dairy Farms Dba Crystal Creamery,656
1396,"Foster Dairy Farms, Inc. Dba Humboldt Creamery",1801
1397,"Foundation For Agrarian Reform Cooperatives In Mindanao, Inc.",433
1398,Francisca Emilia Teixeira Franco (Fazenda Jacaranda),1278
1399,FRANCISCO ARTURO SERRANO SERRANO,28
1400,"Fraternite Notre Dame, Inc.",921
1401,Fred Meyer - Clackamas Bakery,296
1402,Fresh Roasted Coffee LLC,1002
1403,Friedrichs World Coffees,933
1404,Frontier Natural Products Coop,1565
1405,Frontier Natural Products Coop,1387
1406,Fruitcrown Products Corporation,59
1407,Frutarom USA Inc.,201
1408,"Fstopcafe, LLC",1663
1409,Fulcrum Coffee,1744
1410,"Fulfill Food & Beverages, LLC",940
1411,"Fundación Agraria y Ambiental Para el Desarrollo Sostenible, FUDAM.",1439
1412,G.A.S. Distributors,568
1413,GALGUERA GOMEZ SA DE CV,1305
1414,Gardens By Grace LLC,1166
1415,General Mills,1068
1416,"General Mills Operations, LLC",813
1417,"Get Bizzy, Inc.",465
1418,"GF JIANYUAN ORGANIC TEA CO., LTD",954
1419,Ghidey Berhe Coffee Hulling Center,668
1420,Ghost Town Coffee Roasters Inc,1459
1421,Gidey Berhe,1805
1422,Gillies Coffee Company,622
1423,Gimme! Coffee,1748
1424,Girma Eshetu Beyene Coffee Farm,743
1425,Girma Tekabo Coffee Producer & Exporter,523
1426,Givaudan Flavors Corporation,1736
1427,GKI Foods LLC,1298
1428,GLINT S.A.C.,413
1429,"Global Delights, LLC",1804
1430,"Global Organics, Ltd.",864
1431,Global Packing Solutions S.A.,264
1432,Globus Coffee LLC,695
1433,"Gold Coast Ingredients, Inc.",1414
1434,Gold Rush Coffee,576
1435,"Golden Valley Farms Commodity Group, Inc.",816
1436,Goldfield Coffee,296
1437,Good Land Organics,638
1438,Good Vibes Coffee Roasters,1040
1439,Goodbean Coffee,828
1440,"Goodson Brothers Coffee Company, Inc.",480
1441,Goodwest Industries LLC,705
1442,Goroka Coffee Roasters Ltd,199
1443,Grace Church Dba Twelve17 Coffee Roasters,21
1444,Grace Overseas Corp.,628
1445,Grancoffee Roasting Company,1445
1446,Grandino SAC.,256
1447,Grandy Oats,4
1448,"Granite Ledge Coffee, LLC",1106
1449,Granos De Oriente S.A. DE C.V.,1086
1450,Granos Orgánicos Del Sur S.A.C.,1388
1451,"Grassroots Coffee Roasters, LLC",374
1452,Great Circle Coffee,338
1453,Great Lakes Coffee Roasting Company,814
1454,Great Northern Coffee,1542
1455,Great Northern Roasting CO LLC Dba Roaster Jack Coffee Co.,592
1456,Green Ape LLC Dba Kuxtal Coffee And Tea,429
1457,Green Coffee Agro Industry Plc,799
1458,Green Elephant Juicery LLC,1473
1459,Green Girl Bakeshop Inc.,1016
